quizzes,solutions
207005130000006050510704200000403008703280000400000690004902005680050910001000070,247895136839126457516734289195463728763289541428571693374912865682357914951648372
080000014600507890309480050854090370006005000207103000000002900000630040710000082,582369714641527893379481256854296371136875429297143568468712935925638147713954682
040000021128590300305400006007003005010027000960000730200605870036070409000080002,649738521128596347375412986487963215513827694962154738291645873836271459754389162
000400108906053002400760090000000200070034906030008514600097000081040050002106073,357429168916853742428761395864915237175234986239678514643597821781342659592186473
000702003570014608009008470002001000108600009040050032300080050000047200706190000,481762593573914628269538471932471865158623749647859132314286957895347216726195384
000004030120050400069103800008409500005200086090000020750032100814070390000800007,587694231123758469469123875278469513345217986691385724756932148814576392932841657
700093600690800070000200305060501020079080000210000834100340009900600082084007100,752193648693854271841276395468531927379482516215769834126348759937615482584927163
008200450600070030510403006029761080870500001000000020004000903360029800700804002,938216457642975138517483296429761385873592641156348729284657913365129874791834562
040000005000870603970403001020015800100060000680700090002090360860001509003002700,348126975251879643976453281724915836139268457685734192412597368867341529593682714
340620000608593070002008010000070100803054902960300005000807030004000600000019520,347621859618593274592748316425976183873154962961382745259867431184235697736419528
090026004002004700106003098300000065029000410680057003007040002050080600400930001,795826134832194756146573298374219865529368417681457923917645382253781649468932571
800000305010020000670009804030501090002007000004600173090718050040300600580004009,829476315415823967673159824738541296162937548954682173396718452247395681581264739
010072090400800003007040560080900630302700150005060002030008200700010004008500910,513672498496851723827349561184925637362784159975163842631498275759216384248537916
050090000600704000098035006004900010020007400070108250501000060062003098030520740,257691834613784925498235176384952617125367489976148253541879362762413598839526741
002000009607300080050079040041005008030062700760000105000030000018050460000901052,482516379697324581153879246241795638835162794769483125524638917918257463376941852
000680015009010070670490000002030750080500006040106029008002000005900163300750400,234687915859213674671495238962834751187529346543176829418362597725948163396751482
600001370070903051800500600009600403040020008100070029204010000057400080310800200,695281374472963851831547692729658413543129768168374529284716935957432186316895247
074010082310602009050003046080230000100790400002000008530086091090000750400000060,674519382318642579259873146985234617163798425742165938537486291896321754421957863
050800070800079006601000904740310000900068002000700130005000060062050013100023490,259846371834179526671235984748312659913568742526794138395481267462957813187623495
002000009905000180604830020806004500350070040000001876007500610000120093040906007,782415369935762184614839725876294531351678942429351876297543618568127493143986257
804300076300000902970105300090040050001080000708001430030706005506002001040090200,814329576365874912972165384693247158451983627728651439239716845586432791147598263
020073109050620074400005800980050002000000031300960500090000708010032005068010040,826473159159628374437195826981357462675284931342961587293546718714832695568719243
004750620080300104600901003008030900007080052000429060905000210720600008030010000,314758629589362174672941583268537941497186352153429867945873216721695438836214795
000064015300570020009000408700451009902003004580000701163047002008300060000019000,827964315341578926659132478736451289912783654584296731163847592498325167275619843
000812040008000003005360107072100060506208004400070930017640020000000800903000050,739812645168457293245369187372194568596238714481576932817645329654923871923781456
000005300600720058408600090043900020800360007007152040090470005002000130510000600,279845361631729458458613792143987526825364917967152843396471285782596134514238679
500094600070100000940050013090402800360008400820009061030800070100000028200070509,513294687672183954948657213791462835365718492824539761439825176157946328286371549
010080604800405700007020090039040001206037000000602305008900000024003050560010980,315789624892465713647321598739548261256137849481692375178956432924873156563214987
609407080180050006000060900900005000000840030823100500006073004010620790504000300,659417283182359476437268951941735628765842139823196547296573814318624795574981362
400100860560089002700040009000820905004090001083001027617004050020507030000010000,492175863561389472738642519176823945254796381983451627617934258829567134345218796
049007206030000000200860097000930010070500009000014650300000840700390102106028000,849157236637249581215863497568932714471586329923714658392671845784395162156428973
087009000450010000200500300040005670091000050300200804016083709900007130008002005,187329546453716982269548317842935671691874253375261894516483729924657138738192465
000150060026040005309600070008000020070008103905004700004816300080020009760095240,847153962126749835359682471638971524472568193915234786294816357583427619761395248
000045010503210960091000082060097408049300000200800005006400007008030001030720000,682945713573218964491673582365197428849352176217864395956481237728539641134726859
009005008008930500703480200800020907002000046600007001000501493510300002007040060,429715638168932574753486219831624957972153846645897321286571493514369782397248165
401900800760200900030084002590037004000008060013020007000049750650010000040670120,421963875768251943935784612596137284274598361813426597182349756657812439349675128
600840790010020054007103620090000015043900806000672000500000103008007000921408000,632845791819726354457193628796384215243951876185672439574269183368517942921438567
000000300000071004006800219701602800065003007008950000094368000020014000053020601,512496378389271564476835219731642895965183427248957136194368752627514983853729641
076920400850000090000400630120005700040070008003009061030080216508600004000317000,376921485854736192291458637129865743645173928783249561937584216518692374462317859
040010070007036000000000852604200080520008017108940003090000064453000201061009500,945812376287536149316794852634271985529368417178945623892153764453687291761429538
090300074000001020006584000000010930008000061300007200200040700081032590037069100,195326874843971625726584319652418937978253461314697258269145783481732596537869142
210054006300000000905002807020006003050910080407000900800060500046001230000479010,218754396374698125965132847129846753653917482487325961891263574746581239532479618
080400000509206000003000278096002004000708900702100506060000035415037002000940000,281473659579286341643519278896352714154768923732194586967821435415637892328945167
058063100100400052903070400080006000200000567045320800000700910000051040007890003,458263179176489352923175486789516234231948567645327891864732915392651748517894623
900000207028004016001507090017600002300851000590030400003205000200960130000010708,935186247728394516461527893817649352342851679596732481183275964274968135659413728
000960080905804001032007400790200300400300608050096010609000002010700830000041075,147962583965834721832157469796218354421375698358496217679583142514729836283641975
350470028007509030014000706040030107020705693000080000000000000130600502509208060,356471928287569431914823756645932187821745693793186245462357819138694572579218364
700010806005000000000205043001040098360901000204670000030006180057004069900503200,723419856645837912189265743571342698368951427294678531432796185857124369916583274
092100008508000610000078400010004090800056002004700536703009200000040070106200005,492163758578492613361578429615324897837956142924781536753819264289645371146237985
705030000030890210000004360300086501420071009500000000006403008809005100000920470,715632894634897215982154367397286541428571639561349782276413958849765123153928476
002080017090007608680105002004500923001060000350000400049800050870401000003026070,432689517195237648687145392764518923921364785358792461249873156876451239513926874
401080070007600930000012006073098000904203000120500600000000462540901300800070050,461389275287654931395712846673198524954263718128547693719835462546921387832476159
467050000090401080003002700708000900005000614000030002059260100201083000340009500,467358291592471386183692745728146953935827614614935872859264137271583469346719528
400001063870690000000008570000003125062800300309004700008570002650040900201009000,495721863873695241126438579784963125562817394319254786938576412657142938241389657
005280196000300007080610300608000009010540072070801000859000004004030600001070020,435287196196354287287619345648723519913546872572891463859162734724938651361475928
604039200012000083900850000105020006026701005008000004000300708070496500400080030,684139257512674983937852461145928376326741895798563124269315748873496512451287639
050840379029150060000060000040010000108005000900007032002900680400028501096000403,651842379729153864384769215247316958138295746965487132512934687473628591896571423
200300000030040150610087009000800070020000630083105024068503007104600200070009005,249351786837946152615287349496832571521794638783165924968523417154678293372419865
003000027201009805000510040758040096000007004020060010309451000400300008675920000,593684127241739865867512349758143296136297584924865713389451672412376958675928431
600002010080700502004000093760003000900050080403010006500806900020001007130204860,695342718381769542274185693768423159912657384453918276547836921826591437139274865
700000004032100090900607820800003000020014705056709030000480006541000009080035200,768392154432158697915647823874563912329814765156729438293481576541276389687935241
500800701470930860090600003608001000024000900000002587000056020103040005060370049,536824791471935862892617453658791234724583916319462587947156328183249675265378149
020046000400300602060780091054007080000200900907068305005000203780000540300190007,129546738478319652563782491254937186836251974917468325695874213781623549342195867
008900007510602030604503008300050000000400102825007900700040600050800024069001300,238914567517682439694573218341259876976438152825167943782345691153896724469721385
900028760702310000504000300200040030039001086000580004000004008607050910001607000,913428765762315849584769321258946137439271586176583294325194678647852913891637452
300008016000201950705040200070800529002304000560000008190762030000000000038090604,329578416846231957715649283473816529982354761561927348194762835657483192238195674
000037950970008030040200008400003897001050023360809000000470006752000100080900002,218637954976548231543291768425163897891754623367829415139472586752386149684915372
500074009200100600070360010300206480020540301006008000850007090937000020010080005,561874239283195674479362518395216487728549361146738952854627193937451826612983745
058006027670003019009180000090070100002051030080200076000905063045000000000342008,158496327674523819239187645593674182762851934481239576827915463345768291916342758
800402603005607400000130500180700000020000306307540001050090008600300240209001000,871452693935687412462139587186723954524918376397546821753294168618375249249861735
690108300070000050005920608400060000007004203302700015000090002800601090510043800,694158327278436951135927648451362789987514263362789415746895132823671594519243876
400800209917004600020005100000001487008900060630007000500600090709020503380100040,453816279917234658826795134295361487178942365634587921541673892769428513382159746
006703000057001004000290050530000001004089200860045709008416000200007800001020903,426753198957861324183294657539672481714389265862145739398416572245937816671528943
063005000700002000000008420500803001108060052000400807690000013850037900401200700,263945178784612539915378426579823641148769352326451897697584213852137964431296785
000508001430000050870060090020084030710300600580079004000840012096007300200003005,962538471431792856875461293629184537714325689583679124357846912196257348248913765
610080007500270068004051000030700042106009000000506030768000590009000214200300800,612983457593274168874651329935718642126439785487526931768142593359867214241395876
000090012010280007640057300500800600080410090390000805409000000100003258005620070,758396412913284567642157389574839621286415793391762845429578136167943258835621974
020000086000302000800704500309058010500000720016009000497000100150600038603015040,724591386965382471831764592379258614548136729216479853497823165152647938683915247
600005010038100097014008602021000700900004386000070500405900008273500004000036000,692745813538162497714398652821653749957214386346879521465927138273581964189436275
001390600007000205540070038003002004080040910960058700000601000300087000010000852,821395647637814295549276138173962584285743916964158723458621379392587461716439852
816500002000030470000908600200003000900085300004090065420070000005812090170600800,816547932592136478743928651257463189961285347384791265428379516635812794179654823
020540180900000060008013400300801500040062710060000002097000000405009801000475203,723546189914287365658913427372891546549362718861754932297138654435629871186475293
002053004086901000007600109309004208004700035100000070065007001000485023800020090,912853764486971352537642189379564218624718935158239476265397841791485623843126597
090800135700160802200500040045009000369010070802000010600080701007640300000035008,496827135753164892218593647145379286369218574872456913634982751587641329921735468
900300708600018000040705030000004902073029060190000450805200000010600084000083015,951362748637418529248795136586134972473529861192876453865241397319657284724983615
003180960090370005420005010305006002000010570210040008000050307086009000907420800,753182964691374285428965713375896142864213579219547638142658397586739421937421856
010803072700200046000041090060002084004090051002005009098306000650010300300508000,419863572783259146526741893965132784834697251172485639298376415657914328341528967
245000000900080473080600015000000004004136809690270000503007000000005106020491050,245713698961582473387649215132958764754136829698274531513867942479325186826491357
000002019006700508409051000302000000500018670708934105040005001030007092200060000,853642719126793548479851236312576984594218673768934125947325861635187492281469357
507809000094700800003020400000960015050000300420070089902310040000008760186000030,567849123294731856813625497738964215659182374421573689972316548345298761186457932
027009000600003010009080203000001025070800041001020806000030068008694000040750900,327519684684273519519486273863941725972865341451327896795132468238694157146758932
000257000091000053042100006304900600870006401000078020060530108050002739409080000,683257914791864253542193876324915687875326491916478325267539148158642739439781562
060080015930000600000000943080076000092030104506002700074900052013750800800020000,467389215935241687128567943381476529792835164546192738674918352213754896859623471
000600008520007030000280705009070000481009000000854012090508063030001040604000059,973615428528497631146283795259176384481329576367854912792548163835961247614732859
300005900082400600005301072700000043048010506060090001900007080030600000021058000,374265918182479635695381472719526843248713596563894721956137284837642159421958367
300820090108390500500004700904201000000500070000069184000006020720130406050070900,347825691168397542592614738974281365681543279235769184413956827729138456856472913
006904002350007400800100900030490008500736000001000000620000184100005027073008609,716954832359827416842163975237491568584736291961582743625379184198645327473218659
030090000501800730407021860280500306000470020103000900000950001900006040705008200,836795412521864739497321865284519376659473128173682954342957681918236547765148293
800054700060003081072010900530670009000002106000900475041087502090000007003020040,819254763465793281372816954534671829987542136126938475641387592298465317753129648
040000701095043600002050000080006094100809300006010027000760010208500030400200509,643982751795143682812657943587326194124879365936415827359764218278591436461238579
090700036073000208250010490800000052000370000461095000000040009010800360002106080,194782536673954218258613497837461952529378641461295873386547129715829364942136785
270083605003000020900001004100060950050702108000100300306004090780250060400076001,274983615513647829968521734137468952659732148842195376326814597781259463495376281
500103090000049708090000020600200810020000050040075003409030506870001040230058900,587123694162549738394687125653294817728316459941875263419732586875961342236458971
004096180003800002170250000009000360010507090000040207800000600506071400020308509,254796183963814752178253946749182365612537894385649217897425631536971428421368579
120009000358000010409050007000012085700040032030805940900700600000001208076024001,127489563358267419469153827694312785785946132231875946912738654543691278876524391
370081005000340200008006097410002000097050008005004036001000900080200560039670004,372981645956347281148526397413862759697153428825794136561438972784219563239675814
027005006603080004090430700075002060001000009306150008500390080800760025004000010,427915836653287194198436752975842361281673549346159278512394687839761425764528913
890057040004000100700280600002071500000002093073090060020400005318009007509023000,896157342254936178731284659962371584185642793473895261627418935318569427549723816
800070056002406100007090308023100060900230800500060730010705000600009001408000029,894371256352486197167592348723158964946237815581964732219745683635829471478613529
580000000742106900030420600005290000209008410060031000800000390094000207100057004,586379142742186935931425678315294786279568413468731529857642391694813257123957864
200000380090602007084100050906000000102740509000030270040809603503027100800001000,217594386395682417684173952976215834132748569458936271741859623563427198829361745
956070800084001370000620000070305010000080093020769400002004100500900060700000038,956473821284591376317628549879345612465182793123769485692834157538917264741256938
400728006020400750000601003008004570790500301002009080009100060003002400650000900,435728196126493758987651243368214579794586321512379684249135867873962415651847932
000830470678000000004100902800500000009040200325060701050009000012007395000400160,291835476678294513534176982847521639169743258325968741756319824412687395983452167
600009050053040000080030701000792000520610003000003908004080265860004190207100800,641879352753241689982536741438792516529618473176453928314987265865324197297165834
003080500790060008008109207180603009000790001027500400004070683000020000301000040,613287594792465318548139267185643729436792851927518436254971683869324175371856942
080000900000291045004007060008500200050062001070010003035000079720450006100039008,281645937367291845594387162618573294453962781972814653835126479729458316146739528
020007063100640000008100509000700098809003025007020300000090031030008600245010007,524987163193645872678132549362751498819463725457829316786594231931278654245316987
600931002302050800000040067410002006900803201003000005200085100860007090074000000,687931452342756819195248367418592736956873241723164985239685174861427593574319628
030910500702000010060005408800401000504086001007530002081040060000690030000007009,438912576752864913169375428893421657524786391617539842981243765275698134346157289
000000060026005840080470021901800003000003504300720080048030600605900700030012000,497281365126395847583476921961854273872163594354729186248537619615948732739612458
003010090070000080106007304062503000701200005004800620000008900090120070035069801,843615297579432186126987354962543718781296435354871629417358962698124573235769841
003700008950000000067204900082950403000010070010007680300021000090500040801630200,423795168958163724167284935782956413634812579519347682375421896296578341841639257
018009030007804106000052900000027005060090040450060028000003400306700010284000570,518679234927834156643152987831427695762598341459361728175283469396745812284916573
079010800000009300001627509600002900084000030300001658060040000205090700010053020,579314862426589371831627549657832914184965237392471658763248195245196783918753426
302045060700006408609000010000070000006900200005028307000400802800703901103052000,382145769751396428649287513238574196476931285915628347567419832824763951193852674
008097040034010007902000805200400000083000702009805130500300401300056290000702060,158297346634518927972634815215473689483961752769825134526389471347156298891742563
100000368200130005950406700010620000007501004008003900045009003030064100000070802,174952368286137495953486721419628537367591284528743916845219673732864159691375842
400821000600007400803006097208000075050009003004000980007063024502408030001750000,479821356625937418813546297298314675756289143134675982987163524562498731341752869
000901307300000000050060280000524096960080002104000570008000761006048000097300050,682951347349872615751463289873524196965187432124639578438295761516748923297316854
800730240459000030000010605231009070000050421000008006060002813503490000027060000,816735249459286137372914685231649578698357421745128396964572813583491762127863954
600032000004017000080004050800300410047085360260070900306000001905060240010009700,691532874534817629782694153859326417147985362263471985326748591975163248418259736
506702004300005001001008090800500403002076000610090702005000000030600089007143605,596712834348965271721438596879521463452376918613894752165289347234657189987143625
006901200000083010700060043980300005000004702203510800065700309000009000490000581,346971258529483617718265943984327165651894732273516894165748329832159476497632581
003015697000290008001000003070002940840006000032007005490500030600804010005700200,283415697764293158951678423576382941849156372132947865498521736627834519315769284
000092005090050070002004080180005000070100043350040200800060700760539800045070060,617892435498653172532714986184325697279186543356947218823461759761539824945278361
080002476040050000106009000635000200000007398000024010800016532703005180000090004,589132476347658921126479853635981247412567398978324615894716532763245189251893764
600402780000900300017000602450006000302108090090000578800005910040300005009070230,635412789284967351917583642458796123372158496196234578823645917741329865569871234
704800190080209007050060300000070082000450903031002050800100000962003000507600400,724835196386219547159764328495371682278456913631982754843197265962543871517628439
204300005600700903080160700002501000900002107010039806508240300030007094007000000,274398615651724983389165742862571439943682157715439826598246371136857294427913568
010020040300500200050048060100074089500002100607100003009800600200039007080001034,816923745374516298952748361123674589548392176697185423439857612261439857785261934
263080700009400001007002050091047800800500002020600030050301049000000106604720003,263185794589476321147932658391247865876593412425618937758361249932854176614729583
068500402300000010000670009000700040832046500070938001504000020100062708006801030,968513472347289615251674389619725843832146597475938261584397126193462758726851934
035100870000680201100002034700006509000400020940810000500000607009248005003007090,235194876497683251168752934781326549356479128942815763524931687679248315813567492
003040600700900005040007021000020054600100800820305900500000170010539060289060003,153248697762913485948657321391826754675194832824375916536482179417539268289761543
040829000006004390007350002405070803000001027000603405260000700100095080004100000,341829576526714398987356142415972863638541927792683415269438751173295684854167239
050800200790003040008050037010700900030500080006421000520006004304090820000004103,653847219792613548148952637415738962237569481986421375521386794374195826869274153
000803010078520604600070005047080003396400570001900000080040900900201300503000206,425863719178529634639174825247685193396412578851937462782346951964251387513798246
040790002100050390006030004003200070008900035904010006007000100020005649050186700,345791862182654397796832514563248971218967435974513286637429158821375649459186723
196000000050008304403207006000370405007501000010000920000086540070140803000903000,196435782752618394483297156628379415947521638315864927231786549579142863864953271
107000006490083020832700009000014000003007058060802010020901030040050600700300502,157429386496183725832765149978514263213697458564832917625971834349258671781346592
070000050204900000090048103500204060807300000100080397050060904020000580006019000,378126459214953678695748123539274861867391245142685397753862914921437586486519732
726004530000000240300001006670803020051000000890002400900236010400070305000095060,726984531519367248348521976674853129251749683893612457985236714462178395137495862
030857940081020000000004030900030004700601050005082706209000100060508072004013090,632857941481329567597164238916735824728641359345982716259476183163598472874213695
000039058706000009009400200002300506051006930060087010000005020015024803040710000,124639758786152349539478261472391586851246937963587412397865124615924873248713695
600000004001060705000938620080000050506000397932450060009500200000740003370001800,623175984891264735754938621187396452546812397932457168419583276268749513375621849
402600080900800501850300470780060002100000063030570800000928030009000040000051607,472615389963847521851392476784163952195284763236579814647928135519736248328451697
090004700300102096400070305010608004807300050060020001020090100008200000051040089,196534728375182496482976315213658974847319652569427831724895163938261547651743289
020007000006098050805610400080060070300042901091000004060009107019500036204000580,923457618146298753875613492482961375357842961691735824568329147719584236234176589
107009302006208500009070100050001008600023070734006900290080004001407050005600003,187569342346218597529374186952741638618923475734856921293185764861437259475692813
870009010400005609300004002010920075002600030000051008050730000280000040096100020,875269314421375689369814752618923475542687931937451268154732896283596147796148523
500000000090740080140365000430800200060009040201000730000020693050080002070496810,527918364693742581148365927439871256765239148281654739814527693956183472372496815
800047000030002090050690807003000001027351600600000504070006025941030000000809010,896147352734582196152693847583964271427351689619728534378416925941235768265879413
200087650030052007009060400106000502000371000840000790300045100001000060082009004,214987653638452917759163428176894532925371846843526791367245189491738265582619374
046090003300400750009025010480000100020000070907168300005800630700003080200610004,546791823312486759879325416483279165621534978957168342195842637764953281238617594
600720080030600527050003004804009060005270009300100400010000000400010370209308006,641725983938641527752893614824539761165274839397186452513467298486912375279358146
800020357500004010019060000700086009903170004000203060008040500104750620090008070,846921357527834916319567842752486139963175284481293765678342591134759628295618473
012008006405009120300600050000204007701080903830100000040065700100900500090702630,912458376465379128387621459659234817721586943834197265243865791176943582598712634
000100702078506004600000000010290406045008070007000930100702005080600310034005009,459183762378526194621974583813297456945368271267451938196732845582649317734815629
150040000000102090300958400008307604060200009500000780704001820003009000200064013,159643278846172395372958461928317654467285139531496782794531826613829547285764913
081009560002450830030700001840090002097536000105000000006870014000043090300002006,481329567672451839539768421843197652297536148165284973926875314718643295354912786
630912540000060210004008000900003005156000070300700680000190067480070000000805031,637912548895467213214538796978643125156289374342751689523194867481376952769825431
009000874700029051450000600000005018860170900000002030210800500000034000090060427,129356874786429351453718692937645218862173945541982736214897563675234189398561427
040106003000020070010005409705003140030060082800700000901800200000902560570034900,247196853359428671618375429795283146134569782826741395961857234483912567572634918
300906500070030000004000026180470000000052608030160049009700004710580000205000073,321946587678235491954817326186479235497352618532168749869723154713584962245691873
400070310810903050702010009000000294000760000950300800000600400004185070109002080,495276318816943752732518649367851294248769135951324867583697421624185973179432586
002089001100200000905004030060900287400751090003000004800000050007310600040675028,632589471184237965975164832561943287428751396793826514816492753257318649349675128
040608050509000700000903010600000048780102000295000003907060030300085904060010020,142678359539421786876953412613597248784132695295846173957264831321785964468319527
709400103000205000046000870603704008100950400400018009000007251902000300008060900,759486123831275694246139875693724518187953462425618739364897251972541386518362947
000500094006004008730028105005070030380009047420001600070046080200300500160090003,812563794956714328734928165695472831381659247427831659573146982249387516168295473
000010800000206004795003000070080610400030297006059030302000006000164009040007501,264915873831276954795843162973482615458631297126759438312598746587164329649327581
076008004002500090103009860004910078000305040500020609800000310305140000090050027,976238154482561793153479862234916578769385241518724639847692315325147986691853427
080000000067025400290000058000970000540006019000103260038010000100030507900048023,485391672367825491291467358612974835543286719879153264738512946124639587956748123
000000520400801007002750008809300106076002340043000009900030000017509030060074051,781496523435821697692753418829345176176982345543617289954138762217569834368274951
040520080009316002300000000000257910090080350670100004504070008013000070200405600,746529183859316742321748569438257916192684357675193824564971238913862475287435691
021600700070000308803005640009200000048010203500047060006080109010520080900000007,421638795675492318893175642169253874748916253532847961256784139317529486984361527
960050800004906050300407002200035079000100300180009400000604008008001067095300010,967253841824916753351487692246835179579142386183769425712694538438521967695378214
107093500002704031900000080700051004031000709000002608000600470000829060520000000,187293546652784931943516287768951324231468759495372618819635472374829165526147893
700005032803190600000007105501040086076030000904020007100806900025003048000000000,719465832853192674462387195531749286276538419984621357147856923625913748398274561
059004010102006000048027000000060025000019070371080000500000300420008650006300487,759834216132596748648127539894763125265419873371285964587641392423978651916352487
000006970859030000627000080000002190905000067003170500070040002080560400004010036,431826975859731624627495381748652193915384267263179548176943852382567419594218736
600030004400100587028900000100200700009680300070091050904806103001500468000000020,615738294493162587728945631186253749549687312372491856954826173231579468867314925
010078530390100400084000006500800040000090107070306900008000002256004300000509000,612478539395162478784953216529817643463295187871346925948631752256784391137529864
071402930043000800000109005098013002000000000020548600010020360009060407085000010,571482936943756821862139745498613572356297184127548693714925368239861457685374219
000070300040095006201804000068700000003048001500020073300006045480107020196050008,659271384847395216231864597968713452723548961514629873372986145485137629196452738
023050708000079152000004000107040003650030214000006000072000600000805007468100090,923651748846379152715284936187942563659738214234516879572493681391865427468127395
800009000001200506360000008090360140704152009005004020900500060000480073103070400,852619734471238596369745218298367145734152689615894327947523861526481973183976452
070010084008002006060400930709328001080000500002564009403901000000007010500000302,975613284348792156261485937759328641684179523132564879423951768896237415517846392
750006000304782000000050490860073100000208009013040002009100824006000000100809053,751496238394782516628351497862973145475218369913645782539167824286534971147829653
601080300000910700420300060816200400000060010907000000702005638003004090090070104,671482359385916742429357861816239475254768913937541286742195638163824597598673124
600078000954000706020000130040000023000164005587302000065810207000009000830500401,613978542954231786728456139146785923392164875587392614465813297271649358839527461
000094302506000001094000570201000005089053400000608090040000080002306700013702609,178594362526837941394261578261479835789153426435628197647915283952386714813742659
080030005002060040105070603300902800400600000020800967900104080807305021004000050,689431275732569148145278693376952814498617532521843967953124786867395421214786359
000070609000204183010000020680005000209008037041300500005029000807503041000400390,324871659976254183518936724683745912259618437741392568435129876897563241162487395
750000309369400008001006570000200056120000740000038010600801200000000097430075000,754182369369457128281396574973214856128569743546738912697841235815623497432975681
060000103007004000189050000500380401003017002608900700040620000000095206020000587,264879153357164928189253674572386491493517862618942735745628319831795246926431587
010000897906000300020530000000805704364021050700090000250380000479600000000000412,513246897946178325827539146192865734364721958785493261251384679479612583638957412
601708004009012008320590007000159040004800930070000061007020503083006020100000000,651738294749612358328594617836159742214867935975243861467921583583476129192385476
204800507001009000037010840900260050060708030002053900000045070408000000019000062,294836517851479623637512849983264751165798234742153986326945178478621395519387462
890016200400708016000500000904000060510900802060435007380070900000020471002100030,897316254425798316136542789974281563513967842268435197381674925659823471742159638
023700060060000184000109000030000200007085006401090350908050040070000520600904071,123748965769523184845169732536471298297385416481692357918257643374816529652934871
609007802000900040310500600901400260040000053080006970760082030008003001002700500,659347812827961345314528697971435268246879153583216974765182439498653721132794586
000807090010052006904061000600030081002700004030600207005098072378000000049100500,526847193713952846984361725657234981892715634431689257165498372378526419249173568
800700009460039050030006120190000402508000310073460800000090007005840001080207500,851724639462139758937586124196358472548972316273461895314695287725843961689217543
700061300000005060900720845074092001030604250009000000000800023801009470603500000,785461392342985167916723845574392681138674259269158734497816523851239476623547918
580093200092000010010720008000065000760240009048007020900406503050019040300080000,587193264492658317613724958239865471765241839148937625921476583856319742374582196
037058400005200109080690030028000090090407200501006370000001060003500002074830005,937158426465273189182694537728315694396487251541926378259741863813569742674832915
802600100046027000000005030100004700500093800097510020408000017210800045030900006,852639174346127598971485632183264759524793861697518423468352917219876345735941286
500007018710680090003900400000000001451098200306204500082305906007806000000070002,529437618714682395863951427298563741451798263376214589182345976937826154645179832
870520040050003006046010003000007501061090000090042080002300978004000000030958012,873526149159483726246719853428637591761895234395142687512364978984271365637958412
000090780080620090502000300006000107040036000129080530000012008901800074000574910,614395782387621495592748361836259147745136829129487536473912658951863274268574913
100403050600002030079800240000000005027010680861740900008560007005001008030900002,182493756654172839379856241943628175527319684861745923218564397795231468436987512
708304009209105600031820000000030078406000030000900501872600040000402097500081000,758364219249175683631829754915236478486517932327948561872693145163452897594781326
048023906500090080601005700000800002000051400930700600006004075300076001104000209,748123956523697184691485723417869532862351497935742618286914375359276841174538269
080000910006070002520006400340020000907800005050190830009060047071280560000003100,784352916196478352523916478348625791917834625652197834839561247471289563265743189
000100006960005007031042809052790000807000904600318000403050100590060000000080502,285179346964835217731642859352794681817526934649318725423957168598261473176483592
400600207705040309003780010106350002280000060007900100090004805000060430500001020,418693257765142389923785614146358792289417563357926148691234875872569431534871926
270000900300170580001005042504020100000849300020600079908030600016004000000010057,275468931349172586681395742594723168167849325823651479958237614716584293432916857
700003040050009012400020860502084900090005008017600030000900200076400093083010700,721863549658749312439521867562384971394175628817692435145937286276458193983216754
008903020000540360001000008970000400043067105052800000600080047029001030000072009,568913724297548361431726958976135482843267195152894673615389247729451836384672519
500007000091380000760020050080010004003004869607200300850036700200049001000700906,532467198491385627768921453985613274123574869647298315859136742276849531314752986
400000023890050060207003500000087094000065000301490000054700200108004309602000708,415876923893251467267943581526387194749165832381492675954738216178624359632519748
000350008001080460000609070000945700008000024060200503090860050302007001057401809,726354198931782465845619372213945786578136924469278513194863257382597641657421839
008020900000080651430001080001007240050063097000209000310570000904000006520000300,168725934279384651435691782691857243852463197743219865316578429984132576527946318
007140000010900280305008400003029700062010050850064020504006093000000500091307006,987142635416935287325678419143529768762813954859764321574286193638491572291357846
230080940009270050001903007090007002025000600006304890000000006400009583700815000,237586941649271358581943267894657132325198674176324895958432716412769583763815429
800070090050610704200030180700453000000700068320001405008000032000506000040002901,861274593953618724274935186786453219415729368329861475598147632132596847647382951
041000079360000200050086000520190400007430800180000053910520046000060700200300010,841253679369714285752986134523198467697435821184672953918527346435861792276349518
005700061304000700810600390000070689090240005000003420078020046600000003200510000,925734861364891752817652394432175689796248135581963427178329546659487213243516978
040010780010530006962000000000005904090300020271008003600190200700000340058420070,543619782817532496962784135386275914495361827271948563634197258729856341158423679
400080090830400206256070810060109020000040500045000037000031080517800600002760009,471286395839415276256973814763159428928347561145628937694531782517892643382764159
500462030108703002000005790009000300706041009840050000032800504000900108001007060,597462831168793452324185796219678345756341289843259617932816574675934128481527963
905023040000900600070604010030701060000000500406500902009800300201070480083206005,965123748124987653378654219532791864897462531416538972649815327251379486783246195
100207006006800240004090500300081004472600010850000039500402070090100008603900000,185247396936815247724396581369581724472639815851724639518462973297153468643978152
104827000000004030200906000080002040061380005709050060003240900900105620070090800,134827596896514732257936481385762149461389275729451368613248957948175623572693814
000063047000102009500980200030090085700306004050010602401870003000000000072005106,219563847687142359543987261136294785728356914954718632461879523395621478872435196
000097504060000020085003710057300900200900058400021000023100067600000800509480000,312697584764815329985243716157368942236974158498521673823159467641732895579486231
500008130100003479003009008907040010280000006041050900764020000000100304000680520,596478132128563479473219658937846215285931746641752983764325891852197364319684527
150020604908000070002100530700400850206300010003009400600974000870006001004501200,157823694938645172462197538719462853246358719583719426621974385875236941394581267
